id,created_at,transaction_date,amount,direction,category,description,reference_id,user_id,linked_party,source_table,source_id,running_balance,account,transaction_group_id,ledger_scope,currency,classification,idempotency_key
232ea753-23d3-44d1-85dc-27cdf36213d8,2026-02-19 14:29:20.151404+00,2026-02-09 17:25:14.503959+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),3f28f918-0670-4843-8e19-f6f406a3745b,c9cc0c04-e493-474b-8410-c60d727322a5,tenant,referrals,bcace7db-e037-4b17-95f6-5422eecaf279,-2058000,,a9a42c6e-5f4d-4618-8e22-bc86663fcc02,wallet,UGX,production,
5ec0cfb1-b15b-41aa-955f-4ed54f5ec83a,2026-02-19 14:29:20.151404+00,2026-01-30 13:50:48.638676+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),2cbb038a-1cbf-4fa0-aa15-c9b9e08f455a,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,b16faf3b-e404-45cf-9e3b-b9ebbfffc504,-2058000,,1476569c-2425-42b5-a0f3-a37e3badd23f,wallet,UGX,production,
725debae-3381-4bee-9f28-3a0625d9b517,2026-02-19 14:29:20.151404+00,2026-02-06 18:43:32.158988+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),1b526d02-acfe-4dbe-b090-135aa36cd5d2,5c05bfb9-a486-4db2-ab8f-b45a25e145c8,tenant,referrals,2b2ab672-75b8-4b96-9dcb-c9629a405ace,-2058000,,53e45574-e655-40b8-8665-0b6ac8b499ef,wallet,UGX,production,
6949ec11-5bb7-45f9-ae30-ce10eab0cf5e,2026-02-19 14:29:20.151404+00,2026-01-30 14:00:58.551213+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),1ac7ed38-bfde-4919-8a87-38bf15bd8f23,e454db1e-4946-48d0-80b8-da8be450f021,tenant,referrals,28dc67ea-4fc8-4dff-bc62-1e7167e1e52a,-2058000,,caf9d317-15d8-4360-883f-61041a88a393,wallet,UGX,production,
8ad0c093-a56c-419b-b56c-1eac940c805e,2026-02-19 14:29:20.151404+00,2026-01-30 17:07:18.950423+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),c0e93cbf-d6d6-4039-a23f-874344c74417,b06de749-e88d-4b31-a0d7-776c61d1ea0e,tenant,referrals,24c509ea-b294-480e-bb66-0be1f09b3069,-2058000,,ce27a2f1-60d3-4c90-9dc2-105ab6a23f8d,wallet,UGX,production,
5013888a-2e5e-4a55-98c7-2399f0360af2,2026-02-19 14:29:20.151404+00,2026-02-07 03:15:16.774422+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),1719e345-78d6-4f0e-a07c-178590baaf44,dd660f1e-b3b5-455b-b856-5d6175c15647,tenant,referrals,2bf18b6d-354a-4f07-a270-59887df286bd,-2058000,,8c24973b-06db-4501-b479-9d9fa229dd58,wallet,UGX,production,
3d2279dc-2813-48c0-9e8c-388b71dd143f,2026-02-19 14:29:20.151404+00,2026-01-30 18:17:46.985525+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),717e5bdc-2bd7-45c1-81e8-de64fd011504,99890a2e-b842-4d44-8516-e2eafe0711ff,tenant,referrals,afa34b9a-1b98-4ecc-8d06-63a5b272896c,-2058000,,3bde4cd1-8c57-41b0-b403-b22c16f3ab44,wallet,UGX,production,
7384901a-deac-466c-aa81-074f6b0f8e04,2026-02-19 14:29:20.151404+00,2026-01-30 18:47:22.451254+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),3365ea5b-dd9e-4fe8-b8af-bc2f7022a808,b6c0bc4e-e01a-4d91-99e7-d8cc87095f00,tenant,referrals,47c3e87c-6305-44ba-9792-36e057ed37d9,-2058000,,3b667718-a608-47c1-8a5f-f8111c5ad26d,wallet,UGX,production,
e0c2c714-5041-4388-9658-31435d04cdab,2026-02-19 14:29:20.151404+00,2026-01-30 18:48:41.44761+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),a7c70db9-a554-4f23-aef3-1e30a1d39fa4,99890a2e-b842-4d44-8516-e2eafe0711ff,tenant,referrals,d2016ab3-9148-458a-9076-2a6bbd7459e3,-2058000,,91e569ea-f3b6-4fc9-a201-206d65f291d7,wallet,UGX,production,
4bafe8df-d170-4d31-be3b-aed98818dada,2026-02-19 14:29:20.151404+00,2026-02-07 07:30:45.523711+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),8211b5ae-20ec-4014-aea5-514dd8403fde,f3171d51-333e-44a9-8951-3edca33efd8b,tenant,referrals,52e37599-a354-4aed-82a0-40ddcfff2a52,-2058000,,86a5e084-adf5-4710-949f-db28ccbc04cf,wallet,UGX,production,
8148f863-b87c-44e9-9db6-ac25edbe66a4,2026-02-19 14:29:20.151404+00,2026-01-30 21:26:53.441033+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),2589555a-4db7-439e-91fb-fd72bfa07ea4,99890a2e-b842-4d44-8516-e2eafe0711ff,tenant,referrals,c6b4236f-fbea-4a8b-8b11-8cf1484f1262,-2058000,,9b1b8515-1e7d-4fa3-ad03-d52f088e23d5,wallet,UGX,production,
bae4fef1-8a0b-4e61-a3c0-1d7d932a41c2,2026-02-19 14:29:20.151404+00,2026-02-07 11:31:01.333329+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),08c7e8b0-5141-4acd-8374-7e9a002a0e63,dd660f1e-b3b5-455b-b856-5d6175c15647,tenant,referrals,4dfddc8a-e8b7-4d3b-8e01-fec3355c44a1,-2058000,,4798b8a5-bb24-47bb-99c0-5c6bf1cb91c1,wallet,UGX,production,
3f601bc9-6827-44b7-bd01-881de8cab832,2026-02-19 14:29:20.151404+00,2026-01-30 21:48:04.53417+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),88ffe7c8-7d69-4007-8eb7-1d01fc6dc69b,99890a2e-b842-4d44-8516-e2eafe0711ff,tenant,referrals,84fbdc8e-a4d3-47ba-b560-0785b418097e,-2058000,,adbeccf0-cceb-4edf-8d2f-13bbc7615f39,wallet,UGX,production,
70780670-b13e-4cf7-9c0d-0922667192a2,2026-02-19 14:29:20.151404+00,2026-02-07 15:36:48.23097+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),e5d51dd1-a3b4-4be0-8fd6-cd085f0f4922,dd660f1e-b3b5-455b-b856-5d6175c15647,tenant,referrals,9e4a6aa1-4c91-4112-b11e-92e5d7ca2cf7,-2058000,,47d91b8a-25ce-4d6d-939a-7c8999e83364,wallet,UGX,production,
9a077fde-c618-4136-882a-18293df590c4,2026-02-19 14:29:20.151404+00,2026-01-31 06:37:46.771555+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),d4ff5da5-a833-4a53-91fc-de5ffb17a3b8,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,47ff18f3-8800-4d12-9ce2-f4852b6834d0,-2058000,,ef2db00a-2344-4171-8439-47b80b109c44,wallet,UGX,production,
3d69b91e-4e2f-4626-b308-45c11f10dd27,2026-02-19 14:29:20.151404+00,2026-02-07 16:59:05.866522+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),1a445ac1-d316-4c41-8133-5c3ab1b2d57d,dd660f1e-b3b5-455b-b856-5d6175c15647,tenant,referrals,a20d469f-68f8-44d7-9b19-97e5b1f4dbb5,-2058000,,a7b98a9d-c5cb-4db1-8e1a-c3aa6b325978,wallet,UGX,production,
d3f231b3-cba0-4fdc-ace4-a183a327dd20,2026-02-19 14:29:20.151404+00,2026-01-31 06:39:17.394+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),4164ef8f-533c-4f14-9611-9df5babc0240,5aeb24c8-c4b0-42b8-a2de-93ac00106bea,tenant,referrals,3a07c1d4-b74d-48be-b7ff-e80a205ddec6,-2058000,,7ca5a316-1489-49f5-b8e1-f184db3497ff,wallet,UGX,production,
d3b61d27-8ed2-4fed-8ae2-77d1de240445,2026-02-19 14:29:20.151404+00,2026-02-18 19:43:20.216105+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),da7f3384-f54d-49bc-9c66-dc1d7d96bf91,166b261a-2e16-45d7-917c-bd64c557c16e,tenant,referrals,ba0d5e72-e99d-4895-bc60-296e8e8f300b,-2058000,,331fe1bd-b32a-429e-9706-7656d209bf78,wallet,UGX,production,
4443f432-9857-4b08-b4a7-152826bb6bc6,2026-02-19 14:29:20.151404+00,2026-01-31 08:08:42.862063+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),9dad6f1f-d50e-41fb-b515-975ff6ea3073,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,ca8f60ca-4ebb-4e2c-a193-bec24a14bb0c,-2058000,,224c0010-eefd-459b-b156-171ffd314392,wallet,UGX,production,
46b7ae00-35a4-4c08-aa49-c55d653be5d9,2026-02-19 14:29:20.151404+00,2026-02-07 17:26:59.525303+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),f308300d-7bc4-4922-ab09-48245fa86861,dd660f1e-b3b5-455b-b856-5d6175c15647,tenant,referrals,e27e338c-fadf-43c4-b1c3-d3b2e5bfd589,-2058000,,17fe2b75-2f8c-40fa-aa65-54df15897ebd,wallet,UGX,production,
2004d156-6db8-458e-80c3-fd4537f86d1d,2026-02-19 14:29:20.151404+00,2026-01-31 09:00:39.842977+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),d0af47c0-2862-48f6-86f2-3242c57924a7,e454db1e-4946-48d0-80b8-da8be450f021,tenant,referrals,13ea9da3-6e74-4051-bef9-57c358ffd38d,-2058000,,01938ffa-c73f-485a-9098-f5de35e81aa2,wallet,UGX,production,
484ef062-35c4-415f-acfd-557bdf0c969e,2026-02-19 14:29:20.151404+00,2026-01-31 10:08:11.814552+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),ccff097f-4bf0-4138-a52e-d9ebe604b189,675d70c6-2f67-492a-ac29-0b11d57b52ca,tenant,referrals,b64b3528-4a3f-4cbf-93a6-31846caec072,-2058000,,7ba17813-e57e-4479-a7f1-6dac1b64c7c7,wallet,UGX,production,
87075287-178f-4300-87dc-c35d9831cbf2,2026-02-19 14:29:20.151404+00,2026-02-07 18:01:46.212731+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),63700420-8b31-4bb2-8061-716c95b1869c,52d289b7-73fd-48c7-b6ff-30b25df761c7,tenant,referrals,f5f83fe3-98ab-447c-9797-6661aba150f8,-2058000,,c39411b3-5ab3-43bb-8726-4d2ad3d7816f,wallet,UGX,production,
3592f952-3d04-4b83-b4f7-95cb0bd95ea4,2026-02-19 14:29:20.151404+00,2026-01-31 10:43:30.367323+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),8bdbd27c-5e88-496b-be37-bff4ae4033f4,63ca82b2-6e37-46d0-ab0a-abde2aa84721,tenant,referrals,06b5a879-80e4-4937-b882-4d276ee348b0,-2058000,,94d6ced5-3556-4fea-a70d-6b77bd3600a7,wallet,UGX,production,
d22eaab5-a599-439a-a9ac-b594a62bae08,2026-02-19 14:29:20.151404+00,2026-02-09 17:25:18.68218+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),ab5c1f91-5227-4de2-ae30-d9faec97aa57,e34cc025-8698-4fef-8065-a1bacde569d6,tenant,referrals,ff4663b8-4c9f-468d-9f49-2bacf9fe11eb,-2058000,,48864eb8-ea7a-489e-92ec-91388b229322,wallet,UGX,production,
cc4acb21-19a9-43d0-9603-264cae5b8764,2026-02-19 14:29:20.151404+00,2026-01-31 10:53:57.371806+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),1cb0cf87-3a2f-42b5-8596-8122341350d0,ca75e799-c809-4015-8c23-81c93cc0021c,tenant,referrals,224cc62a-277d-40dd-957e-192eb43cc9ea,-2058000,,2f61767d-036e-4199-827e-41edcb45d748,wallet,UGX,production,
f70d9bf7-4a00-400a-84e6-977e48271be7,2026-02-19 14:29:20.151404+00,2026-02-09 17:27:08.849856+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),4c0c6bac-9854-47ca-9eb8-cab5bbf763b5,1cbfb093-043e-4599-bcdc-29796dca7748,tenant,referrals,44fee338-90e7-4a85-a490-c91aea168c0d,-2058000,,ae9fcbe1-f630-4eca-9405-bcd1954ee927,wallet,UGX,production,
184dc643-3016-4750-8ee9-ee7f9536d43e,2026-02-19 14:29:20.151404+00,2026-01-31 11:13:32.045867+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),e7b010b0-04ed-473d-97dd-71f3c902b083,e454db1e-4946-48d0-80b8-da8be450f021,tenant,referrals,bcb217a4-c3fd-44ac-8853-7410f5518dc0,-2058000,,e85d41dc-14d2-49d8-9f4b-145c391d0ea1,wallet,UGX,production,
3cf3f5b5-cee0-485d-8961-2eb6c9be0c65,2026-02-19 14:29:20.151404+00,2026-01-31 12:07:36.845581+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),f8c610dd-66db-4608-a2f6-f237278a82b8,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,8e1e7069-6f8f-4a9b-af93-3cc316e9cfb9,-2058000,,cc1c9998-d365-439b-b3fc-8ef3dd70d3ef,wallet,UGX,production,
ac28237a-9ef4-40b8-b47d-04a7dfa59a13,2026-02-19 14:29:20.151404+00,2026-02-09 17:27:10.087678+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),cd01781d-8eeb-4124-90d5-72e64d1921cb,5a0a1f6f-5287-4c98-a062-0826d177a810,tenant,referrals,edadbc8e-3e72-4a84-9aa4-6edf95ef12bb,-2058000,,aea041f1-f34b-4d07-a1f7-2b45e0666320,wallet,UGX,production,
69349760-f600-40ad-af6b-3a97e5d0f864,2026-02-19 14:29:20.151404+00,2026-02-18 19:43:21.865957+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),2d6e132c-c4a6-4bde-9d90-9d5415cab7ff,60b21ea2-3cd1-47d6-ab5c-558bc7254cde,tenant,referrals,d9e03474-6cf6-437f-bfbb-492d3749bff3,-2058000,,cda2a1db-d057-4d10-ae30-022329dd94b2,wallet,UGX,production,
9e3f11d6-0964-498e-ad70-bd127ed11085,2026-02-19 14:29:20.151404+00,2026-01-31 17:36:17.64169+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),81a6e64e-8c9c-4942-9679-a5217dda1e2e,e454db1e-4946-48d0-80b8-da8be450f021,tenant,referrals,286b227f-15fc-4e29-814d-92bbe817ac1e,-2058000,,f3d7d672-d38a-4ff8-807a-56a568d6ab6c,wallet,UGX,production,
9c7a27c7-8eac-485e-81cf-57692e96a833,2026-02-19 14:29:20.151404+00,2026-01-31 18:12:45.827244+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),1d350626-3abc-45d5-a7d2-3cab10b8f4cc,e454db1e-4946-48d0-80b8-da8be450f021,tenant,referrals,ab792e72-5c4c-4fa5-b2e2-90eeb1c76bfd,-2058000,,f9a27953-696a-4def-a9d2-773b81d3e7cf,wallet,UGX,production,
f19457c4-9af2-4752-aa25-4d099056c390,2026-02-19 14:29:20.151404+00,2026-02-01 07:29:58.885325+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),fd262f50-363b-4a4f-9d52-29d19b08c695,e454db1e-4946-48d0-80b8-da8be450f021,tenant,referrals,4542e532-202a-4b57-afb6-6d4ed2256638,-2058000,,571ea62d-f641-4575-acb0-e0e6c0c1576b,wallet,UGX,production,
75131fc9-4d29-4814-92f0-3deeaa807865,2026-02-19 14:29:20.151404+00,2026-02-01 17:45:45.102724+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),11c19b8d-242c-425d-995b-3caf9f00f446,9b9e3213-aee7-44e0-8b35-88849ff5d095,tenant,referrals,cde5d2ff-24ba-4387-912e-5d15c7f04211,-2058000,,91faa304-50e5-40d3-8c2f-536de640adb4,wallet,UGX,production,
32a8ea18-42fe-45db-a3f8-4b15ea83ae9e,2026-02-19 14:29:20.151404+00,2026-02-01 17:54:07.666812+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),1549c31f-0e48-449f-91b7-fc2825b25e6e,9b9e3213-aee7-44e0-8b35-88849ff5d095,tenant,referrals,8a20b953-e2a5-462b-85a9-3a142a5d0e79,-2058000,,941f66ee-43c0-4108-9632-103d4a7d924e,wallet,UGX,production,
8b05ec40-42e2-4fc9-a9c4-e08d116c46fd,2026-02-19 14:29:20.151404+00,2026-02-09 17:27:59.913488+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),110120e5-efc7-4dde-904f-e76ea8187dc8,4f400c51-354a-46ef-a75b-363ecb9d3a84,tenant,referrals,c230a5be-d432-4edb-be1c-e83e923997e7,-2058000,,47e34e81-48fe-4b68-9f36-6873973ecd58,wallet,UGX,production,
9d577384-12d4-4a84-8044-e9312b2f5213,2026-02-19 14:29:20.151404+00,2026-02-01 18:16:41.451472+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),bb7f6b12-0e1e-41b0-8934-9fb4c56da6b6,675d70c6-2f67-492a-ac29-0b11d57b52ca,tenant,referrals,40092325-a1e8-4948-9d6a-8d272531b811,-2058000,,3c353ea5-1f47-4279-b2a0-82b1422a1d21,wallet,UGX,production,
bcc84f83-24b1-4298-bd5c-abff49401abf,2026-02-19 14:29:20.151404+00,2026-02-09 17:46:47.63853+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),5591478e-d0a4-449a-8e08-8e4d3a7a8749,3569dbbb-f5cd-48c0-adfe-278a96ebb4b0,tenant,referrals,bf798f3a-1148-43f0-b835-2cb4590c3f15,-2058000,,a65b86c1-6f3c-4f1a-8005-a26199ad8f25,wallet,UGX,production,
78d103a6-1739-47c0-97b3-00e0c3218ece,2026-02-19 14:29:20.151404+00,2026-02-01 18:30:45.106038+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),47d4d237-23fa-4ea8-b5e0-aa42d1834c62,675d70c6-2f67-492a-ac29-0b11d57b52ca,tenant,referrals,a13c6797-815b-4997-981f-6082c7ded889,-2058000,,9972d69a-8e79-4f98-b72d-caba5f23a7f7,wallet,UGX,production,
2fa3a440-ab20-44c9-890a-34c34e93ba99,2026-02-19 14:29:20.151404+00,2026-02-07 19:18:32.983543+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),98af993c-f8b1-46de-87f3-eefdf65e6643,7375c4db-74ce-46c8-8c52-4523e06d5161,tenant,referrals,643bf170-9979-4820-8c0c-fad04c90c8b6,-2058000,,ea571adb-a4ae-48a8-9715-1c6b2e321e21,wallet,UGX,production,
4f7f972b-77d3-4fe0-b9a0-eeab39272b22,2026-02-19 14:29:20.151404+00,2026-02-18 19:45:35.043675+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),754feafc-3553-4259-bc44-43a8a5d628e4,166b261a-2e16-45d7-917c-bd64c557c16e,tenant,referrals,041c345f-56c4-4712-b0ac-4a2774f566a4,-2058000,,ae8c1d4c-b45b-41c1-858e-aad517abfd20,wallet,UGX,production,
574a9b35-388b-4160-90ac-289bdcd6d131,2026-02-19 14:29:20.151404+00,2026-02-02 05:25:30.482772+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),dd55164a-21bf-41af-a36d-3e3cc700e364,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,6741fcc4-5183-4ab7-bb68-039670b3ca2c,-2058000,,055f2ff4-a071-40c2-844c-55be06265008,wallet,UGX,production,
fb92f56b-b0cf-42f2-8eef-3cc4ce229b2a,2026-02-19 14:29:20.151404+00,2026-02-07 19:36:24.193238+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),3986ae51-18e3-4cbb-a125-3fb035b9644f,4f400c51-354a-46ef-a75b-363ecb9d3a84,tenant,referrals,9282daf9-559a-4be9-8986-15e6ab65aff6,-2058000,,a9437520-64bc-47e0-9352-2378bcdd96dc,wallet,UGX,production,
773da8a8-8e1d-4ec8-92ae-ef69c61f7ed0,2026-02-19 14:29:20.151404+00,2026-02-18 19:46:25.746706+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),8dabf596-29a2-415f-9a7e-08ca619ecdc4,60b21ea2-3cd1-47d6-ab5c-558bc7254cde,tenant,referrals,6d667f6d-8641-42b2-95ba-f8908b8e559f,-2058000,,9a3d79f5-e8f6-4a69-bb14-42c7e2e2b24e,wallet,UGX,production,
60404c14-3fb2-40ad-ab82-ae1a31772848,2026-02-19 14:29:20.151404+00,2026-02-02 07:37:59.341514+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),f0ec5e9c-4aa9-4f2a-a91a-b70847c52e19,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,09f4a519-9e43-41d0-b981-73a8f0a66274,-2057500,,a8748f8b-637f-4db9-bc01-94524ce76363,wallet,UGX,production,
03848218-4d75-4147-9f1d-32e33b227f37,2026-02-19 14:29:20.151404+00,2026-02-07 19:37:02.078267+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),e75ab7f5-14e9-4c18-a7cd-41c3809c16b7,8be18479-9b2b-4b1a-b141-dfc6944c9e5f,tenant,referrals,d9b38b57-0461-4f61-bed5-2e7db61bb991,-2057500,,6c34d672-1815-49b8-a6d6-ac78865865dd,wallet,UGX,production,
d560c3a5-4cd4-424e-b36a-614c8ae84cfe,2026-02-19 14:29:20.151404+00,2026-02-02 07:58:36.765278+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),4b4a7bfd-d45e-4901-a161-ad5ee3134333,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,98c88709-b587-464e-8abf-d2b189558531,-2057500,,f61ea7fc-4b78-4df5-8863-0bbdd0d3ebdb,wallet,UGX,production,
12350963-0372-4e7a-b538-3231c08a3969,2026-02-19 14:29:20.151404+00,2026-02-03 09:45:46.612856+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),fbcebe2e-f3da-41d9-bf53-ab4dc1cc55fa,506fe801-a72c-43ec-96c9-2b00a99d9258,tenant,referrals,e51fdc9e-d0e9-4308-b5f5-e06d3cb7c7ce,-2057500,,e38ffafe-603d-4581-b5b9-15a39cef17d8,wallet,UGX,production,
d0ba5470-28f5-46b8-bed5-2bacbcc42842,2026-02-19 14:29:20.151404+00,2026-02-02 08:10:11.638749+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),b06176fc-22e6-4b69-828e-13c1c7f84d21,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,a57c5993-e077-45d5-8817-de7c27b4452a,-2057500,,7be3165e-8f97-4198-85b8-4d495fd6029f,wallet,UGX,production,
5c527a69-07fb-479c-9f3e-5d37ef397756,2026-02-19 14:29:20.151404+00,2026-02-10 17:23:46.992909+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),f58860b7-658f-4f19-b9f6-49d7ade2bdab,5380fe6d-6a05-4186-aa1a-4a276f4be0ff,tenant,referrals,2508e3da-f12c-4f07-99ae-de3ca2d6ed20,-2057500,,52c9391a-c611-4fff-8546-a0991ffb9365,wallet,UGX,production,
7b0aae17-c178-479b-afa4-bf9d2c541257,2026-02-19 14:29:20.151404+00,2026-02-02 08:36:39.683199+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),909792e3-032f-4de8-a6b8-3469fb587b5f,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,f68f9ef3-6f37-4b86-892f-594601abded3,-2057500,,774d9fac-884a-4dc1-89ab-68aaca2b586d,wallet,UGX,production,
c7015eac-9141-4c73-83ae-dab615140f0d,2026-02-19 14:29:20.151404+00,2026-02-03 11:58:32.508263+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),5ab688c4-f9a1-4ba6-8368-0663e492bc25,4f400c51-354a-46ef-a75b-363ecb9d3a84,tenant,referrals,9f2990c9-efe3-4c76-88ed-2d73082cb287,-2057500,,03acb286-3522-44ee-b8b2-9826156ef059,wallet,UGX,production,
b2d27e98-26e2-4514-b728-cc3f3f78d314,2026-02-19 14:29:20.151404+00,2026-02-02 09:54:33.164106+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),08d4b597-4400-4c50-ab4a-824f3111ee6b,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,dd06bf2d-44ed-4998-aa7f-6ca0917ab2f2,-2057500,,1220fa2a-d0cd-440a-9688-fc1d45a04eea,wallet,UGX,production,
0bd13cee-b4fc-4b4a-b11b-55cf827afb17,2026-02-19 14:29:20.151404+00,2026-02-18 19:47:24.229993+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),c805f329-51bc-4cfa-8466-1a4ea3d729f3,f954fa23-2fec-4668-b1b3-86ea34e567f2,tenant,referrals,4d8fcb4a-9e67-4efc-8a1c-664e2732478c,-2057500,,3ab4a3c9-5c50-4833-9923-5999c973994c,wallet,UGX,production,
55a4d7b7-fba3-4263-a52f-81496b3e7c1d,2026-02-19 14:29:20.151404+00,2026-02-02 10:03:56.982671+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),19d162c8-901a-4dec-8d40-fec0b21bb8b2,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,1ca085e2-e2a0-4dd9-87d0-bb00789f292f,-2057500,,5be0281a-1e44-4e24-a3f4-48fcf3832249,wallet,UGX,production,
18a8948a-86ef-4186-8d84-de38d20abebe,2026-02-19 14:29:20.151404+00,2026-02-03 12:01:14.374888+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),831a884e-19a0-4b4f-a5c8-0b9b6579da6f,4f400c51-354a-46ef-a75b-363ecb9d3a84,tenant,referrals,8c4483e3-2f46-4018-900c-e65e7c8e44e3,-2057500,,6aea6bb9-3666-4a6f-b57e-a1214c57f0e3,wallet,UGX,production,
673e007c-8248-4ebd-901f-742416be239d,2026-02-19 14:29:20.151404+00,2026-02-18 19:51:40.85601+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),4c02c698-e5da-4d71-acaa-b29d34d7bf3f,60b21ea2-3cd1-47d6-ab5c-558bc7254cde,tenant,referrals,d2737a5d-7571-4634-bf2a-9c454b941c99,-2057500,,39436aa2-0f5d-4109-a181-a25c5c3f51da,wallet,UGX,production,
e4b4d282-c888-4b68-aded-9d87deccbb29,2026-02-19 14:29:20.151404+00,2026-02-02 12:26:16.842675+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),6fa06ccf-5f49-4de2-a766-9cfb054e3322,04a3d127-5b7d-4301-a7af-e976adba4662,tenant,referrals,0edcfaea-3f1b-4a57-97fe-87f8c5b34ba0,-2057500,,b33296c2-907c-40e5-ac32-a6c6c69a091c,wallet,UGX,production,
d5fd788b-c119-44cd-aff3-b91cea548673,2026-02-19 14:29:20.151404+00,2026-02-18 19:51:52.260129+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),6a82aec3-2daa-441e-aa3c-4fe2ab0ab1c5,166b261a-2e16-45d7-917c-bd64c557c16e,tenant,referrals,a4f32544-ecaa-4f75-b710-413b7dd35fe1,-2057500,,3c060ba4-2774-4386-b2e7-921b582fc4ce,wallet,UGX,production,
4077c592-d2d6-480c-8a01-0ada5da43f7a,2026-02-19 14:29:20.151404+00,2026-02-02 13:55:22.471509+00,500,cash_in,referral_bonus,Referral bonus for referring a new user (backfilled),732b1622-3664-4a33-bebf-ef188b55bf51,99890a2e-b842-4d44-8516-e2eafe0711ff,tenant,referrals,d93d2c6e-12fb-4126-8ffb-fbae6252920e,-2057500,,b0e2f22c-556a-4773-b57b-acb5c7f6fe04,wallet,UGX,production,
