id,user_id,agent_id,amount,status,created_at,updated_at,approved_at,rejected_at,rejection_reason,processed_by,provider,transaction_id,transaction_date,notes,audit_flagged,auto_approved,batch_run_id
1c06c7dc-2895-4150-825b-522926977057,e4f07815-7991-422f-946f-7f351b38e954,,10000,approved,2026-03-23 07:03:20.949934+00,2026-03-23 13:00:35.606044+00,2026-03-23 13:00:35.575+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,143202142347,2026-03-19 05:19:00+00,rent payment,f,f,
8d8fbe9b-ae31-4602-98d3-43aefee655f3,e3cf4d3a-d021-49e4-b815-7e1938166eeb,,90000,approved,2026-03-24 12:53:26.037556+00,2026-03-24 13:02:18.703375+00,2026-03-24 13:02:18.671+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,TID143531117431,2026-03-24 15:52:00+00,wallet,f,f,
30fa2ccf-ffae-4678-8d50-a27fa67304bc,bd022fdb-f43e-4685-bb64-cf05b9a5934d,,20000,approved,2026-03-24 17:25:21.359823+00,2026-03-24 18:14:51.130321+00,2026-03-24 18:14:51.082+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,143561166484,2026-03-24 17:18:00+00,RENT REPAYMENT FOR AGALEJJO JONATHAN FRANCIS - 0791739227,f,f,
befc60ae-fd28-4a2d-b14d-30801c913b74,e4f07815-7991-422f-946f-7f351b38e954,,10000,approved,2026-04-09 05:52:38.618523+00,2026-04-09 06:22:14.28796+00,2026-04-09 06:22:14.225+00,,,e4f07815-7991-422f-946f-7f351b38e954,mtn,TID144616171259,2026-04-08 18:36:00+00,Rent Payment,f,f,
9448c3fe-3279-4018-9de5-1c58890d7cf1,98b7b07a-3d03-4600-b94e-cda122bbe4ae,,250000,rejected,2026-04-08 08:45:33.19335+00,2026-04-09 08:29:14.778079+00,,2026-04-09 08:29:14.746+00,duplicate b,59d45ad2-0d44-433c-b4ec-20927a25c281,airtel,TID144580420792,2026-04-07 09:33:00+00,rent,f,f,
22702ae2-3fcb-4bac-8c7f-bbf8040d9392,e4f07815-7991-422f-946f-7f351b38e954,,38000,approved,2026-03-28 19:20:39.172207+00,2026-03-28 19:32:09.406444+00,2026-03-28 19:32:09.362+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,mtn,TID143844117183,2026-03-28 21:47:00+00,Rent payment,f,f,
ec9844da-6ea1-4483-9cf2-6887ab1e02ae,e4f07815-7991-422f-946f-7f351b38e954,,7000,approved,2026-03-28 19:22:49.504004+00,2026-03-28 19:33:08.488162+00,2026-03-28 19:33:08.436+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,mtn,TID143844399440,2026-03-28 21:26:00+00,rent payment,f,f,
0251fc90-4e4e-46e2-a1d8-811bc7f33304,e4f07815-7991-422f-946f-7f351b38e954,,14000,approved,2026-03-30 10:47:03.700457+00,2026-03-30 10:49:59.998448+00,2026-03-30 10:49:59.966+00,,,e4f07815-7991-422f-946f-7f351b38e954,mtn,TID143942985189,2026-03-30 12:44:00+00,Rent Payment,f,f,
8d4e0f02-b08f-4424-bb72-bc28ec8c16e3,e3cf4d3a-d021-49e4-b815-7e1938166eeb,,200000,approved,2026-03-30 11:14:47.540616+00,2026-03-30 11:14:54.504891+00,2026-03-30 11:14:54.46+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,TID143918755717,2026-03-29 06:18:00+00,wallet topup,f,f,
11f5e1f6-c6af-4b76-bf44-aa95a0d8fbce,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,,50000000,approved,2026-03-31 09:38:39.465894+00,2026-03-31 10:09:15.535919+00,2026-03-31 10:09:15.482+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,mtn,TID1234567894,2026-03-31 12:38:00+00,top up test,f,f,
93d3ebf0-7790-43bc-b4bd-837882118ebc,e4f07815-7991-422f-946f-7f351b38e954,,16000,approved,2026-04-10 05:52:21.693047+00,2026-04-13 05:59:18.792958+00,2026-04-13 05:59:18.766+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,TID144675659309,2026-04-09 16:23:00+00,Rent repayment,f,f,
4ffb41a0-8888-4077-a015-0f21e22f9498,e3cf4d3a-d021-49e4-b815-7e1938166eeb,,120000,approved,2026-03-26 14:02:00.791037+00,2026-03-26 14:05:12.770669+00,2026-03-26 14:05:12.723+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,TID143665725503,2026-03-26 14:00:00+00,rent repayment,f,f,
a9cf151e-acc7-405b-b3d9-a4b526173bad,e4f07815-7991-422f-946f-7f351b38e954,,7000,approved,2026-03-31 19:04:02.871426+00,2026-03-31 19:05:29.573291+00,2026-03-31 19:05:29.533+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,TID144049141648,2026-03-31 21:29:00+00,Rent payment,f,f,
ceff8bf7-7590-43b7-8425-736febc3191c,bd022fdb-f43e-4685-bb64-cf05b9a5934d,,4500,approved,2026-03-26 17:43:19.764073+00,2026-03-26 19:26:43.686132+00,2026-03-26 19:26:43.641+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,143694334372,2026-03-26 17:19:00+00,RENT REPAYMENT FOR AGALEJJO JONATHAN FRANCIS - 0791739227,f,f,
ea3f0602-2381-459c-97d4-646bf9928010,e4f07815-7991-422f-946f-7f351b38e954,,14000,approved,2026-04-02 09:10:34.433623+00,2026-04-02 12:32:46.047318+00,2026-04-02 12:32:46.02+00,,,e4f07815-7991-422f-946f-7f351b38e954,mtn,TID144145833635,2026-04-02 11:58:00+00,Rent payment,f,f,
86b23481-1a7a-4ccf-883f-aa097fd13e12,a9735301-9170-4ee9-91a0-220807398279,,200000,approved,2026-04-02 15:08:44.190746+00,2026-04-03 09:36:35.570828+00,2026-04-03 09:36:35.534+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,mtn,39665905645,2026-04-02 15:04:00+00,Topup my wallet,f,f,
20809f39-b2e9-4b23-9b5b-4c300f409451,e4f07815-7991-422f-946f-7f351b38e954,,20000,approved,2026-04-01 01:44:05.369952+00,2026-04-03 09:38:05.996784+00,2026-04-03 09:38:05.97+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,airtel,TID145056005623,2026-03-31 00:38:00+00,Rent Payment,f,f,
f4d1961a-f622-49d0-9faf-01ba7956543b,299ff13b-f2a7-4e9d-9b1b-5915acbf23be,,500000,approved,2026-03-25 04:35:39.503993+00,2026-04-03 09:38:28.538024+00,2026-04-03 09:38:28.512+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,mtn,TID256668987555,2026-03-25 07:35:00+00,rent,f,f,
b7cb982a-e8e7-46b1-bc4a-4b8a02cdce19,e3cf4d3a-d021-49e4-b815-7e1938166eeb,,160000,approved,2026-04-03 11:50:29.535265+00,2026-04-03 14:50:57.735362+00,2026-04-03 14:50:57.694+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,TID144230649790,2026-04-03 14:27:00+00,wallet topup,f,f,
9fdb4fad-a53c-447b-8f2b-e8e398a0f163,e4f07815-7991-422f-946f-7f351b38e954,,7000,approved,2026-04-03 10:45:46.904645+00,2026-04-06 05:01:46.797887+00,2026-04-06 05:01:46.757+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,TID144200164399,2026-04-03 00:45:00+00,Rent payment,f,f,
303ecdf3-e11e-4b71-a853-480c0efe5872,0c0b9843-b5e8-4960-9785-d8cd0cbcde23,,50000,approved,2026-04-07 06:46:01.696896+00,2026-04-07 06:52:27.900655+00,2026-04-07 06:52:27.856+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,mtn,TID144508676105,2026-04-07 09:45:00+00,wallet cash,f,f,
3fdf4e86-6fd3-45eb-ba27-40487a1cc6cc,68103f90-6521-4038-bb78-9c3491ea04e4,,500000,approved,2026-04-06 16:55:06.185501+00,2026-04-07 06:53:50.500308+00,2026-04-07 06:53:50.466+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,mtn,39771658717,2026-04-06 16:51:00+00,Wallet topup,f,f,
b1f4ba24-56f4-453e-9408-515a8ef0f92a,a9735301-9170-4ee9-91a0-220807398279,,260000,approved,2026-04-07 07:18:23.511512+00,2026-04-07 07:26:15.512814+00,2026-04-07 07:26:15.479+00,,,59d45ad2-0d44-433c-b4ec-20927a25c281,mtn,39781375887,2026-04-07 07:14:00+00,Topup,f,f,
b74a80d4-b08a-4e52-8a93-74e253b98079,e4f07815-7991-422f-946f-7f351b38e954,,14000,approved,2026-04-07 09:09:59.391512+00,2026-04-07 09:12:26.766585+00,2026-04-07 09:12:26.722+00,,,e4f07815-7991-422f-946f-7f351b38e954,mtn,TID144431785429,2026-04-06 01:50:00+00,Rent Payment,f,f,
335045b7-9bff-4a21-a591-b8c1351e4803,e4f07815-7991-422f-946f-7f351b38e954,,7000,approved,2026-04-07 09:11:00.489629+00,2026-04-07 09:13:02.884828+00,2026-04-07 09:13:02.857+00,,,e4f07815-7991-422f-946f-7f351b38e954,mtn,TID144517787279,2026-04-07 12:02:00+00,Rent Payment,f,f,
5bd6c66c-37cb-488e-916e-c73429f284e5,bd266fc7-1066-468a-8beb-347430d9d9b6,,1000,approved,2026-04-07 13:29:04.150087+00,2026-04-07 13:34:57.814418+00,2026-04-07 13:34:57.787+00,,,cf561688-b3a2-4f62-b9c1-67ee7b36ff2b,airtel,TID144535417592,2026-04-07 16:28:00+00,Welile wallet,f,f,
74057f7f-2d59-4902-896e-e933dbf9dbbf,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,,500000,approved,2026-04-07 13:10:57.986595+00,2026-04-07 13:46:26.629432+00,2026-04-07 13:46:26.6+00,,,59d45ad2-0d44-433c-b4ec-20927a25c281,mtn,TID1127,2026-04-07 16:10:00+00,new account for owori richard,f,f,
afc4e04f-2dee-4e2c-9143-7b419bed3a0f,bd266fc7-1066-468a-8beb-347430d9d9b6,,10000,approved,2026-04-07 13:52:37.725101+00,2026-04-07 14:12:38.922899+00,2026-04-07 14:12:38.892+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,airtel,TID144536975800,2026-04-07 16:52:00+00,Welile wallet,f,f,
9f2d9e51-761f-4600-b413-85b261b8806e,e4f07815-7991-422f-946f-7f351b38e954,,10000,approved,2026-04-08 05:57:01.268012+00,2026-04-08 06:40:38.707111+00,2026-04-08 06:40:38.667+00,,,e4f07815-7991-422f-946f-7f351b38e954,mtn,TID144558368267,2026-04-07 20:53:00+00,Rent Payment,f,f,
c84470f3-a4b2-4dcc-acfb-48552f01f8d1,e4f07815-7991-422f-946f-7f351b38e954,,16000,approved,2026-04-09 05:54:18.657207+00,2026-04-09 06:21:00.390616+00,2026-04-09 06:21:00.344+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,TID144621704119,2026-04-08 20:30:00+00,Rent payment,f,f,
